Date,Time,Condo ID,Crab ID,Outcome,Sex,Color,RI,Status,Shell Hardness,Black Light Fluorescence,Photo ID,Fed (Y/N),Post-molt CW (mm),Post-molt mass (g),Digital RI,Ca (ppm),Notes/Observations
8/27/21,NA,CML,YBBY,Removed,F,NA,10,A,3,NA,yes,N,NA,NA,NA,NA,"no visible change, halo still there, blood very orange"
8/31/21,NA,CML,YBBY,Removed,F,NA,10.5,A,3,NA,NA,N,NA,NA,NA,NA,"no visible change, halo still there, blood very orange"
9/3/21,NA,CML,YBBY,Removed,F,NA,9,A,3,NA,yes,N,NA,NA,NA,NA,"no visible change, very passive, blood very orange"
9/7/21,NA,CML,YBBY,Removed,F,NA,8,A,3,NA,yes,N,NA,NA,NA,NA,"no visible change, very passive, blood very orange"
7/22/21,8:50,WL,YBG,Dead,F,NA,9.5,A,3,NA,101-0169,N,NA,NA,NA,NA,NA
7/26/21,11:21,WL,YBG,Dead,F,NA,8.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
7/29/21,9:25,WL,YBG,Dead,F,NA,8.5,A,3,NA,101-0195,N,NA,NA,NA,NA,NA
8/2/21,10:45,WL,YBG,Dead,F,NA,9,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/6/21,9:18,WL,YBG,Dead,F,NA,10,A,3,NA,9:51,N,NA,NA,NA,NA,NA
8/9/21,9:31,WL,YBG,Dead,F,NA,9.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/12/21,9:32,WL,YBG,Dead,F,NA,NA,D,NA,NA,NA,N,NA,NA,NA,NA,NA
8/6/21,NA,CML,YBGR,Molted,F,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,goood halo/feisty
8/10/21,NA,CML,YBGR,Molted,F,NA,11,A,3,NA,NA,N,NA,NA,NA,NA,no apparent change
8/13/21,NA,CML,YBGR,Molted,F,NA,11,A,3,NA,101-0045,N,NA,NA,NA,NA,
8/17/21,NA,CML,YBGR,Molted,F,NA,8,A,2,NA,NA,N,NA,NA,NA,NA,"imminent molt, shell is brittle"
8/19/21,NA,CML,YBGR,Molted,F,NA,4,M,1,NA,yes,N,NA,NA,NA,NA,molted
8/6/21,NA,CML,YBGW,Molted,F,NA,12,A,3,NA,yes,N,NA,NA,NA,NA,feisty
8/10/21,NA,CML,YBGW,Molted,F,NA,10,A,3,NA,NA,N,NA,NA,NA,NA,no apparent change
8/13/21,NA,CML,YBGW,Molted,F,NA,10,A,3,NA,101-0038,N,NA,NA,NA,NA,
8/17/21,NA,CML,YBGW,Molted,F,NA,9,A,3,NA,NA,N,NA,NA,NA,NA,"no halo, passive"
8/19/21,NA,CML,YBGW,Molted,F,NA,5,M,1,NA,yes,N,NA,NA,NA,NA,molted
8/6/21,NA,CML,YBGY,Removed,F,NA,10.5,A,3,NA,yes,N,NA,NA,NA,NA,good halo
8/10/21,NA,CML,YBGY,Removed,F,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,no apparent change
8/13/21,NA,CML,YBGY,Removed,F,NA,7.5,A,3,NA,101-0040,N,NA,NA,NA,NA,
8/17/21,NA,CML,YBGY,Removed,F,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,"no halo, active"
8/19/21,NA,CML,YBGY,Removed,F,NA,7,A,3,NA,yes,N,NA,NA,NA,NA,ok halo
8/24/21,NA,CML,YBGY,Removed,F,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,no noticeable change
8/27/21,NA,CML,YBGY,Removed,F,NA,6,A,3,NA,yes,N,NA,NA,NA,NA,no noticeable change
8/31/21,NA,CML,YBGY,Removed,F,NA,6,A,3,NA,NA,N,NA,NA,NA,NA,"no noticeable change, dropped claw"
9/3/21,NA,CML,YBGY,Removed,F,NA,5.5,A,3,NA,yes,N,NA,NA,NA,NA,"no noticeable change, very hard to get blood"
9/7/21,NA,CML,YBGY,Removed,F,NA,4,A,3,NA,yes,N,NA,NA,NA,NA,"no noticeable change, very hard to get blood"
7/22/21,8:50,WL,YBK,Dead,F,NA,6,A,3,NA,101-0166,N,NA,NA,NA,NA,NA
7/26/21,11:21,WL,YBK,Dead,F,NA,4.5,A,3,NA,NA,N,NA,NA,NA,NA,Milky blood
7/29/21,9:25,WL,YBK,Dead,F,NA,NA,D,NA,NA,NA,N,NA,NA,NA,NA,NA
8/6/21,NA,CML,YBKG,Dead,F,NA,12,A,3,NA,yes,N,NA,NA,NA,NA,early PM
8/10/21,NA,CML,YBKG,Dead,F,NA,6,A,3,NA,NA,N,NA,NA,NA,NA,no apparent change
8/13/21,NA,CML,YBKG,Dead,F,NA,4.5,A,3,NA,101-0034,N,NA,NA,NA,NA,very lethargic
8/17/21,NA,CML,YBKG,Dead,F,NA,NA,D,NA,NA,NA,N,NA,NA,NA,NA,no halo
8/6/21,NA,CML,YBKW,Removed,F,NA,8,A,3,NA,yes,N,NA,NA,NA,NA,good halo
8/10/21,NA,CML,YBKW,Removed,F,NA,6,A,3,NA,NA,N,NA,NA,NA,NA,no apparent change
8/13/21,NA,CML,YBKW,Removed,F,NA,6.5,A,3,NA,101-0039,N,NA,NA,NA,NA,missing W color band
8/17/21,NA,CML,YBKW,Removed,F,NA,6,A,3,NA,NA,N,NA,NA,NA,NA,"no halo, passive"
8/19/21,NA,CML,YBKW,Removed,F,NA,5.5,A,3,NA,yes,N,NA,NA,NA,NA,"passive, ok halo"
8/24/21,NA,CML,YBKW,Removed,F,NA,5.5,A,3,NA,NA,N,NA,NA,NA,NA,"very passive, still hard but opaque"
8/27/21,NA,CML,YBKW,Removed,F,NA,5,A,3,NA,yes,N,NA,NA,NA,NA,"passive, no visible changes"
8/31/21,NA,CML,YBKW,Removed,F,NA,5.5,A,3,NA,NA,N,NA,NA,NA,NA,"great halo, no other changes"
9/3/21,NA,CML,YBKW,Removed,F,NA,4.5,A,3,NA,yes,N,NA,NA,NA,NA,"no noticeable changes,passive"
9/7/21,NA,CML,YBKW,Removed,F,NA,4,A,3,NA,yes,N,NA,NA,NA,NA,"no noticeable changes,passive"
7/22/21,8:50,WL,YBKY,Removed,F,NA,8.5,A,3,NA,101-0163,N,NA,NA,NA,NA,NA
7/26/21,11:21,WL,YBKY,Removed,F,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,NA
7/29/21,9:25,WL,YBKY,Removed,F,NA,7,A,3,NA,101-0187,N,NA,NA,NA,NA,NA
8/2/21,10:45,WL,YBKY,Removed,F,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/6/21,9:18,WL,YBKY,Removed,F,NA,6.5,A,3,NA,101-0216,N,NA,NA,NA,NA,NA
8/9/21,9:31,WL,YBKY,Removed,F,NA,6,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/12/21,9:32,WL,YBKY,Removed,F,NA,6,A,3,NA,101-0008,N,NA,NA,NA,NA,NA
8/16/21,15:30,WL,YBKY,Removed,F,NA,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/19/21,8:12,WL,YBKY,Removed,F,NA,5.5,A,3,NA,101-0062,N,NA,NA,NA,NA,
8/23/21,9:40,WL,YBKY,Removed,F,NA,5,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/21,9:35,WL,YBKY,Removed,F,NA,5,A,3,NA,101-0083,N,NA,NA,NA,NA,
8/30/21,9:23,WL,YBKY,Removed,F,NA,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
9/2/21,10:15,WL,YBKY,Removed,F,NA,4,A,3,NA,101-0006,N,NA,NA,NA,NA,
8/6/21,NA,CML,YBR,Removed,F,NA,7.5,A,3,NA,yes,N,NA,NA,NA,NA,goood halo/feisty
8/10/21,NA,CML,YBR,Removed,F,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,no apparent change
8/13/21,NA,CML,YBR,Removed,F,NA,7.5,A,3,NA,101-0043,N,NA,NA,NA,NA,
8/17/21,NA,CML,YBR,Removed,F,NA,6.5,A,3,NA,NA,N,NA,NA,NA,NA,no noticeable change
8/19/21,NA,CML,YBR,Removed,F,NA,7,A,3,NA,yes,N,NA,NA,NA,NA,good halo
8/24/21,NA,CML,YBR,Removed,F,NA,6,A,3,NA,NA,N,NA,NA,NA,NA,no noticeable change
8/27/21,NA,CML,YBR,Removed,F,NA,6.5,A,3,NA,yes,N,NA,NA,NA,NA,no noticeable change
8/31/21,NA,CML,YBR,Removed,F,NA,6.5,A,3,NA,NA,N,NA,NA,NA,NA,"no noticeable change, very passive"
9/3/21,NA,CML,YBR,Removed,F,NA,6,A,3,NA,yes,N,NA,NA,NA,NA,"no noticeable change, very passive"
9/7/21,NA,CML,YBR,Removed,F,NA,5,A,3,NA,yes,N,NA,NA,NA,NA,"no noticeable change, very passive"
8/6/21,NA,CML,YBRB,Removed,F,NA,8,A,3,NA,yes,N,NA,NA,NA,NA,good halo
8/10/21,NA,CML,YBRB,Removed,F,NA,9,A,3,NA,NA,N,NA,NA,NA,NA,no apparent change
8/13/21,NA,CML,YBRB,Removed,F,NA,7,A,3,NA,101-0044,N,NA,NA,NA,NA,
8/17/21,NA,CML,YBRB,Removed,F,NA,6.5,A,3,NA,NA,N,NA,NA,NA,NA,no noticeable change
8/19/21,NA,CML,YBRB,Removed,F,NA,6.5,A,3,NA,yes,N,NA,NA,NA,NA,good halo
8/24/21,NA,CML,YBRB,Removed,F,NA,6.5,A,3,NA,NA,N,NA,NA,NA,NA,no noticeable change
8/27/21,NA,CML,YBRB,Removed,F,NA,6,A,3,NA,yes,N,NA,NA,NA,NA,"no noticeable change, dropped leg"
8/31/21,NA,CML,YBRB,Removed,F,NA,5.5,A,3,NA,NA,N,NA,NA,NA,NA,no noticeable change
9/3/21,NA,CML,YBRB,Removed,F,NA,5,A,3,NA,yes,N,NA,NA,NA,NA,no noticeable change
9/7/21,NA,CML,YBRB,Removed,F,NA,4.5,A,3,NA,yes,N,NA,NA,NA,NA,no noticeable change
8/6/21,NA,CML,YBRW,Dead,F,NA,13,A,3,NA,yes,N,NA,NA,NA,NA,early PM
8/10/21,NA,CML,YBRW,Dead,F,NA,6.5,A,3,NA,NA,N,NA,NA,NA,NA,no apparent change
8/13/21,NA,CML,YBRW,Dead,F,NA,7,A,3,NA,101-0031,N,NA,NA,NA,NA,"missing B, R color bands"
8/17/21,NA,CML,YBRW,Dead,F,NA,6.5,A,3,NA,NA,N,NA,NA,NA,NA,"no halo, active"
8/19/21,NA,CML,YBRW,Dead,F,NA,6,A,3,NA,yes,N,NA,NA,NA,NA,"lost tag, faint halo, passive"
8/24/21,NA,CML,YBRW,Dead,F,NA,5.5,A,3,NA,NA,N,NA,NA,NA,NA,"passive, no noticeable change"
8/27/21,NA,CML,YBRW,Dead,F,NA,5.5,A,3,NA,yes,N,NA,NA,NA,NA,"passive, no noticeable change"
8/31/21,NA,CML,YBRW,Dead,F,NA,5.5,A,3,NA,NA,N,NA,NA,NA,NA,"passive, no noticeable change"
9/3/21,NA,CML,YBRW,Dead,F,NA,5,A,3,NA,yes,N,NA,NA,NA,NA,"passive, no noticeable change"
9/7/21,NA,CML,YBRW,Dead,F,NA,NA,D,NA,NA,NA,N,NA,NA,NA,NA,dead
7/22/21,8:50,WL,YBRY,Dead,F,NA,6,A,3,NA,101-0159,N,NA,NA,NA,NA,NA
7/26/21,11:21,WL,YBRY,Dead,F,NA,NA,D,NA,NA,NA,N,NA,NA,NA,NA,NA
7/22/21,8:50,WL,YBW,Removed,F,NA,7,A,3,NA,101-0176,N,NA,NA,NA,NA,NA
7/26/21,11:21,WL,YBW,Removed,F,NA,5.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
7/29/21,9:25,WL,YBW,Removed,F,NA,5.5,A,3,NA,101-0202,N,NA,NA,NA,NA,NA
8/2/21,10:45,WL,YBW,Removed,F,NA,5,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/6/21,9:18,WL,YBW,Removed,F,NA,4.5,A,3,NA,10:04,N,NA,NA,NA,NA,NA
8/9/21,9:31,WL,YBW,Removed,F,NA,4.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/12/21,9:32,WL,YBW,Removed,F,NA,5,A,3,NA,101-0022,N,NA,NA,NA,NA,NA
8/16/21,15:30,WL,YBW,Removed,F,NA,4.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/19/21,8:12,WL,YBW,Removed,F,NA,4.5,A,3,NA,101-0072,N,NA,NA,NA,NA,
8/23/21,9:40,WL,YBW,Removed,F,NA,4,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/21,9:35,WL,YBW,Removed,F,NA,4,A,3,NA,101-0091,N,NA,NA,NA,NA,
8/30/21,9:23,WL,YBW,Removed,F,NA,4,A,3,NA,NA,N,NA,NA,NA,NA,
9/2/21,10:15,WL,YBW,Removed,F,NA,4,A,3,NA,101-0013,N,NA,NA,NA,NA,
7/22/21,8:50,WL,YBWG,Removed,F,NA,10,A,3,NA,101-0173,N,NA,NA,NA,NA,NA
7/29/21,9:25,WL,YBWG,Removed,F,NA,7,A,3,NA,101-0200,N,NA,NA,NA,NA,NA
8/2/21,10:45,WL,YBWG,Removed,F,NA,9,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/6/21,9:18,WL,YBWG,Removed,F,NA,4,A,3,NA,10:01,N,NA,NA,NA,NA,NA
8/9/21,9:31,WL,YBWG,Removed,F,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/12/21,9:32,WL,YBWG,Removed,F,NA,8,A,3,NA,101-0020,N,NA,NA,NA,NA,NA
8/16/21,15:30,WL,YBWG,Removed,F,NA,7.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/19/21,8:12,WL,YBWG,Removed,F,NA,8.5,A,3,NA,101-0071,N,NA,NA,NA,NA,"found in P-BGG's cell, moved to cell E3"
8/23/21,9:40,WL,YBWG,Removed,F,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/21,9:35,WL,YBWG,Removed,F,NA,8.5,A,3,NA,101-0090,N,NA,NA,NA,NA,
8/30/21,9:23,WL,YBWG,Removed,F,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,
9/2/21,10:15,WL,YBWG,Removed,F,NA,8,A,3,NA,101-0012,N,NA,NA,NA,NA,
8/6/21,NA,CML,YBWW,Dead,F,NA,10.5,A,3,NA,yes,N,NA,NA,NA,NA,good halo
8/10/21,NA,CML,YBWW,Dead,F,NA,9,A,3,NA,NA,N,NA,NA,NA,NA,no apparent change
8/13/21,NA,CML,YBWW,Dead,F,NA,9,A,3,NA,101-0041,N,NA,NA,NA,NA,
8/17/21,NA,CML,YBWW,Dead,F,NA,7.5,A,3,NA,NA,N,NA,NA,NA,NA,good halo
8/19/21,NA,CML,YBWW,Dead,F,NA,7.5,A,3,NA,yes,N,NA,NA,NA,NA,ok halo
8/24/21,NA,CML,YBWW,Dead,F,NA,4,A,3,NA,NA,N,NA,NA,NA,NA,no noticeable change
8/27/21,NA,CML,YBWW,Dead,F,NA,7,A,3,NA,yes,N,NA,NA,NA,NA,no noticeable change
8/31/21,NA,CML,YBWW,Dead,F,NA,NA,D,NA,NA,NA,N,NA,NA,NA,NA,dead
7/22/21,8:50,WL,YBWY,Removed,F,NA,8,A,3,NA,101-0162,N,NA,NA,NA,NA,NA
7/26/21,11:21,WL,YBWY,Removed,F,NA,8.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
7/29/21,9:25,WL,YBWY,Removed,F,NA,8,A,3,NA,101-0186,N,NA,NA,NA,NA,NA
8/2/21,10:45,WL,YBWY,Removed,F,NA,8.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/6/21,9:18,WL,YBWY,Removed,F,NA,8,A,3,NA,101-0215,N,NA,NA,NA,NA,NA
8/9/21,9:31,WL,YBWY,Removed,F,NA,5,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/12/21,9:32,WL,YBWY,Removed,F,NA,7,A,3,NA,101-0007,N,NA,NA,NA,NA,NA
8/16/21,15:30,WL,YBWY,Removed,F,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,
8/19/21,8:12,WL,YBWY,Removed,F,NA,7,A,3,NA,101-0061,N,NA,NA,NA,NA,
8/23/21,9:40,WL,YBWY,Removed,F,NA,6.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/21,9:35,WL,YBWY,Removed,F,NA,7,A,3,NA,101-0082,N,NA,NA,NA,NA,
8/30/21,9:23,WL,YBWY,Removed,F,NA,6,A,3,NA,NA,N,NA,NA,NA,NA,
9/2/21,10:15,WL,YBWY,Removed,F,NA,5.5,A,3,NA,101-0005,N,NA,NA,NA,NA,
7/22/21,8:50,WL,YBY,Molted,F,NA,12,A,3,NA,101-0174,N,NA,NA,NA,NA,NA
7/26/21,11:21,WL,YBY,Molted,F,NA,7,M,2,NA,NA,N,NA,NA,NA,NA,NA
8/2/21,10:45,WL,YBBR,Dead,F,NA,4,A,3,NA,NA,N,NA,NA,NA,NA,originally entered as YBY Molted
8/6/21,9:18,WL,YBBR,Dead,F,NA,NA,D,NA,NA,NA,N,NA,NA,NA,NA,originally entered as YBY Molted
7/22/21,8:50,WL,YBYB,Molted,F,NA,12,A,3,NA,101-0170,N,NA,NA,NA,NA,NA
7/26/21,11:21,WL,YBYB,Molted,F,NA,10,A,3,NA,NA,N,NA,NA,NA,NA,NA
7/29/21,9:25,WL,YBYB,Molted,F,NA,10,A,3,NA,101-0196,N,NA,NA,NA,NA,NA
8/2/21,10:45,WL,YBYB,Molted,F,NA,9.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/6/21,9:18,WL,YBYB,Molted,F,NA,9.5,A,3,NA,9:53,N,NA,NA,NA,NA,NA
8/9/21,9:31,WL,YBYB,Molted,F,NA,8.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/12/21,9:32,WL,YBYB,Molted,F,NA,5,M,2,NA,101-0016,N,NA,NA,NA,NA,NA
7/22/21,8:50,WL,YBYK,Removed,F,NA,9,A,3,NA,101-0164,N,NA,NA,NA,NA,NA
7/26/21,11:21,WL,YBYK,Removed,F,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,NA
7/29/21,9:25,WL,YBYK,Removed,F,NA,8,A,3,NA,101-0188,N,NA,NA,NA,NA,NA
8/2/21,10:45,WL,YBYK,Removed,F,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/6/21,9:18,WL,YBYK,Removed,F,NA,8,A,3,NA,101-0217,N,NA,NA,NA,NA,NA
8/9/21,9:31,WL,YBYK,Removed,F,NA,7.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/12/21,9:32,WL,YBYK,Removed,F,NA,7,A,3,NA,101-0009,N,NA,NA,NA,NA,NA
8/16/21,15:30,WL,YBYK,Removed,F,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,
8/19/21,8:12,WL,YBYK,Removed,F,NA,7.5,A,3,NA,101-0063,N,NA,NA,NA,NA,
8/23/21,9:40,WL,YBYK,Removed,F,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/21,9:35,WL,YBYK,Removed,F,NA,7,A,3,NA,101-0081,N,NA,NA,NA,NA,
8/30/21,9:23,WL,YBYK,Removed,F,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,
9/2/21,10:15,WL,YBYK,Removed,F,NA,6,A,3,NA,101-0007,N,NA,NA,NA,NA,
7/22/21,8:50,WL,YBYW,Dead,F,NA,13,A,3,NA,101-0168,N,NA,NA,NA,NA,NA
7/26/21,11:21,WL,YBYW,Dead,F,NA,11.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
7/29/21,9:25,WL,YBYW,Dead,F,NA,11.5,A,3,NA,101-0208,N,NA,NA,NA,NA,NA
8/2/21,10:45,WL,YBYW,Dead,F,NA,11,A,3,NA,NA,N,NA,NA,NA,NA,Orange blood
8/6/21,9:18,WL,YBYW,Dead,F,NA,10.5,A,3,NA,10:17,N,NA,NA,NA,NA,NA
8/9/21,9:31,WL,YBYW,Dead,F,NA,10,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/12/21,9:32,WL,YBYW,Dead,F,NA,9,A,3,NA,101-0027,N,NA,NA,NA,NA,NA
8/16/21,15:30,WL,YBYW,Dead,F,NA,8.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/19/21,8:12,WL,YBYW,Dead,F,NA,6,A,3,NA,LC's phone 9:35,N,NA,NA,NA,NA,
8/23/21,9:40,WL,YBYW,Dead,F,NA,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/21,9:35,WL,YBYW,Dead,F,NA,5,A,3,NA,101-0096,N,NA,NA,NA,NA,
8/30/21,9:23,WL,YBYW,Dead,F,NA,5,A,3,NA,NA,N,NA,NA,NA,NA,
9/2/21,10:15,WL,YBYW,Dead,F,NA,NA,D,3,NA,NA,N,NA,NA,NA,NA,
8/6/21,NA,CML,YY,Removed,F,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,
8/10/21,NA,CML,YY,Removed,F,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,no apparent change
8/13/21,NA,CML,YY,Removed,F,NA,7,A,3,NA,101-0046,N,NA,NA,NA,NA,
8/17/21,NA,CML,YY,Removed,F,NA,6.5,A,3,NA,NA,N,NA,NA,NA,NA,"no halo, active"
8/19/21,NA,CML,YY,Removed,F,NA,5.5,A,3,NA,yes,N,NA,NA,NA,NA,ok halo
8/24/21,NA,CML,YY,Removed,F,NA,6,A,3,NA,NA,N,NA,NA,NA,NA,no noticeable changes
8/27/21,NA,CML,YY,Removed,F,NA,6,A,3,NA,yes,N,NA,NA,NA,NA,"no noticeable changes,passive"
8/31/21,NA,CML,YY,Removed,F,NA,5.5,A,3,NA,NA,N,NA,NA,NA,NA,no noticeable changes
9/3/21,NA,CML,YY,Removed,F,NA,5.5,A,3,NA,yes,N,NA,NA,NA,NA,"no noticeable changes, ok halo, passive"
9/7/21,NA,CML,YY,Removed,F,NA,5,A,3,NA,yes,N,NA,NA,NA,NA,"somewhat active, no other changes"
7/22/21,8:50,WL,YYG,Molted,F,NA,13.5,A,3,NA,101-0158,N,NA,NA,NA,NA,NA
7/26/21,11:21,WL,YYG,Molted,F,NA,6,M,2,NA,NA,N,NA,NA,NA,NA,NA
7/22/21,8:50,WL,YYGR,Dead,F,NA,6,A,3,NA,101-0165,N,NA,NA,NA,NA,NA
7/26/21,11:21,WL,YYGR,Dead,F,NA,6,A,3,NA,NA,N,NA,NA,NA,NA,NA
7/29/21,9:25,WL,YYGR,Dead,F,NA,6,A,3,NA,101-0189,N,NA,NA,NA,NA,NA
8/2/21,10:45,WL,YYGR,Dead,F,NA,5.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/6/21,9:18,WL,YYGR,Dead,F,NA,8,A,3,NA,101-0218,N,NA,NA,NA,NA,NA
8/9/21,9:31,WL,YYGR,Dead,F,NA,4.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/12/21,9:32,WL,YYGR,Dead,F,NA,5,A,3,NA,101-0010,N,NA,NA,NA,NA,NA
8/16/21,15:30,WL,YYGR,Dead,F,NA,4,A,3,NA,NA,N,NA,NA,NA,NA,
8/19/21,8:12,WL,YYGR,Dead,F,NA,4,A,3,NA,101-0064,N,NA,NA,NA,NA,
8/23/21,9:40,WL,YYGR,Dead,F,NA,3.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/26/21,9:35,WL,YYGR,Dead,F,NA,4,A,3,NA,101-0084,N,NA,NA,NA,NA,
8/30/21,9:23,WL,YYGR,Dead,F,NA,NA,D,3,NA,NA,N,NA,NA,NA,NA,
8/6/21,NA,CML,YYGW,Removed,F,NA,11,A,3,NA,yes,N,NA,NA,NA,NA,good halo
8/10/21,NA,CML,YYGW,Removed,F,NA,9.5,A,3,NA,NA,N,NA,NA,NA,NA,no apparent change
8/13/21,NA,CML,YYGW,Removed,F,NA,8.5,A,3,NA,101-0042,N,NA,NA,NA,NA,
8/17/21,NA,CML,YYGW,Removed,F,NA,9,A,3,NA,NA,N,NA,NA,NA,NA,"ok halo, no noticeable changes"
8/19/21,NA,CML,YYGW,Removed,F,NA,9,A,3,NA,yes,N,NA,NA,NA,NA,good halo
8/24/21,NA,CML,YYGW,Removed,F,NA,9,A,3,NA,NA,N,NA,NA,NA,NA,no noticeable change
8/27/21,NA,CML,YYGW,Removed,F,NA,8,A,3,NA,yes,N,NA,NA,NA,NA,"no noticeable change, blood very orange"
8/31/21,NA,CML,YYGW,Removed,F,NA,8.5,A,3,NA,NA,N,NA,NA,NA,NA,"no noticeable change, blood very orange"
9/3/21,NA,CML,YYGW,Removed,F,NA,7,A,3,NA,yes,N,NA,NA,NA,NA,"no noticeable change, passive"
9/7/21,NA,CML,YYGW,Removed,F,NA,7.5,A,3,NA,yes,N,NA,NA,NA,NA,"no noticeable change, passive"
8/6/21,NA,CML,YYGY,Molted,F,NA,12,A,3,NA,yes,N,NA,NA,NA,NA,faint halo/feisty
8/10/21,NA,CML,YYGY,Molted,F,NA,8,A,3,NA,NA,N,NA,NA,NA,NA,no apparent change
8/13/21,NA,CML,YYGY,Molted,F,NA,9,A,3,NA,101-0028,N,NA,NA,NA,NA,
8/17/21,NA,CML,YYGY,Molted,F,NA,5,M,1,NA,NA,N,NA,NA,NA,NA,"molted, still soft so in the last 12 hours"
8/6/21,NA,CML,YYK,Dead,F,NA,10,A,3,NA,yes,N,NA,NA,NA,NA,faint halo/feisty
8/10/21,NA,CML,YYK,Dead,F,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,missing
8/6/21,NA,CML,YYR,Molted,F,NA,7.5,A,3,NA,yes,N,NA,NA,NA,NA,faint halo/feisty/early
8/10/21,NA,CML,YYR,Molted,F,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,no apparent change
8/13/21,NA,CML,YYR,Molted,F,NA,6.5,A,3,NA,101-0030,N,NA,NA,NA,NA,
8/17/21,NA,CML,YYR,Molted,F,NA,6.5,A,3,NA,NA,N,NA,NA,NA,NA,no noticeable change
8/19/21,NA,CML,YYR,Molted,F,NA,7,A,3,NA,yes,N,NA,NA,NA,NA,"passive, halo present"
8/24/21,NA,CML,YYR,Molted,F,NA,6,A,3,NA,NA,N,NA,NA,NA,NA,"passive, no noticeable change"
8/27/21,NA,CML,YYR,Molted,F,NA,6.5,A,3,NA,yes,N,NA,NA,NA,NA,"passive, no noticeable change"
8/31/21,NA,CML,YYR,Molted,F,NA,6,A,3,NA,NA,N,NA,NA,NA,NA,"color look more opaque, maybe molt next week?"
9/3/21,NA,CML,YYR,Molted,F,NA,4,M,1,NA,yes,N,NA,NA,NA,NA,Thought she might molt 8/31
7/22/21,8:50,WL,YYW,Dead,F,NA,9,A,3,NA,101-0175,N,NA,NA,NA,NA,NA
7/26/21,11:21,WL,YYW,Dead,F,NA,7.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
7/29/21,9:25,WL,YYW,Dead,F,NA,8,A,3,NA,101-0201,N,NA,NA,NA,NA,NA
8/2/21,10:45,WL,YYW,Dead,F,NA,7,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/6/21,9:18,WL,YYW,Dead,F,NA,7,A,3,NA,10:02,N,NA,NA,NA,NA,NA
8/9/21,9:31,WL,YYW,Dead,F,NA,6.5,A,3,NA,NA,N,NA,NA,NA,NA,NA
8/12/21,9:32,WL,YYW,Dead,F,NA,6.5,A,3,NA,101-0021,N,NA,NA,NA,NA,Orange blood
8/16/21,15:30,WL,YYW,Dead,F,NA,5.5,A,3,NA,NA,N,NA,NA,NA,NA,
8/19/21,8:12,WL,YYW,Dead,F,NA,NA,D,3,NA,NA,N,NA,NA,NA,NA,
8/6/21,NA,CML,YYY,Molted,F,NA,9,A,3,NA,yes,N,NA,NA,NA,NA,good halo
